AssetType,Pack,Category,SuggestedUse,FileName,AssetPath,ThumbnailPath,RendererCount,Bounds,Notes
"Prefab","Free Sci-Fi Office Pack","가구·보관","비품창고, 통제실, 조종실 보조 소품","Office Chair Variant.prefab","Assets/ScifiOfficeLite/Prefabs/Chairs and Stools/Office Chair Variant.prefab","thumbnails/objects/0001_prefab_Office_Chair_Variant_3230cf56.png","1","0.99 x 1.52 x 1","원본 머티리얼 1개가 현재 URP 프로젝트에서 미지원입니다. 썸네일은 형태 확인용 중립 재질로 생성했습니다."
"Prefab","Free Sci-Fi Office Pack","가구·보관","비품창고, 통제실, 조종실 보조 소품","Office Chair.prefab","Assets/ScifiOfficeLite/Prefabs/Chairs and Stools/Office Chair.prefab","thumbnails/objects/0002_prefab_Office_Chair_bec08259.png","1","0.99 x 1.52 x 1","원본 머티리얼 1개가 현재 URP 프로젝트에서 미지원입니다. 썸네일은 형태 확인용 중립 재질로 생성했습니다."
"Prefab","Free Sci-Fi Office Pack","가구·보관","비품창고, 통제실, 조종실 보조 소품","Stool.prefab","Assets/ScifiOfficeLite/Prefabs/Chairs and Stools/Stool.prefab","thumbnails/objects/0003_prefab_Stool_c72d2193.png","1","0.37 x 0.97 x 0.37","원본 머티리얼 1개가 현재 URP 프로젝트에서 미지원입니다. 썸네일은 형태 확인용 중립 재질로 생성했습니다."
"Prefab","Free Sci-Fi Office Pack","가구·보관","비품창고, 통제실, 조종실 보조 소품","Drawer 2 Oak Variant.prefab","Assets/ScifiOfficeLite/Prefabs/Drawers/Drawer 2 Oak Variant.prefab","thumbnails/objects/0004_prefab_Drawer_2_Oak_Variant_af802d80.png","5","0.7 x 0.95 x 0.9","원본 머티리얼 6개가 현재 URP 프로젝트에서 미지원입니다. 썸네일은 형태 확인용 중립 재질로 생성했습니다."
"Prefab","Free Sci-Fi Office Pack","가구·보관","비품창고, 통제실, 조종실 보조 소품","Drawer 2.prefab","Assets/ScifiOfficeLite/Prefabs/Drawers/Drawer 2.prefab","thumbnails/objects/0005_prefab_Drawer_2_aaaf4568.png","5","0.7 x 0.95 x 0.9","원본 머티리얼 6개가 현재 URP 프로젝트에서 미지원입니다. 썸네일은 형태 확인용 중립 재질로 생성했습니다."
"Prefab","Free Sci-Fi Office Pack","가구·보관","비품창고, 통제실, 조종실 보조 소품","Vase.prefab","Assets/ScifiOfficeLite/Prefabs/Drawers/Vase.prefab","thumbnails/objects/0006_prefab_Vase_c73d3352.png","1","0.42 x 1.05 x 0.42",""
"Prefab","Free Sci-Fi Office Pack","가구·보관","비품창고, 통제실, 조종실 보조 소품","Shelf with Crates.prefab","Assets/ScifiOfficeLite/Prefabs/Shelf with Crates.prefab","thumbnails/objects/0007_prefab_Shelf_with_Crates_a9bed1fc.png","7","0.97 x 2.29 x 2.78","원본 머티리얼 7개가 현재 URP 프로젝트에서 미지원입니다. 썸네일은 형태 확인용 중립 재질로 생성했습니다."
"Prefab","Free Sci-Fi Office Pack","가구·보관","비품창고, 통제실, 조종실 보조 소품","Shelf without Crates.prefab","Assets/ScifiOfficeLite/Prefabs/Shelf without Crates.prefab","thumbnails/objects/0008_prefab_Shelf_without_Crates_523a55b8.png","1","0.97 x 2.29 x 2.78","원본 머티리얼 1개가 현재 URP 프로젝트에서 미지원입니다. 썸네일은 형태 확인용 중립 재질로 생성했습니다."
"Prefab","Free Sci-Fi Office Pack","가구·보관","비품창고, 통제실, 조종실 보조 소품","Drawer Table Long Blue Plastic Variant.prefab","Assets/ScifiOfficeLite/Prefabs/Tables/Blue Plastic/Drawer Table Long Blue Plastic Variant.prefab","thumbnails/objects/0009_prefab_Drawer_Table_Long_Blue_Plastic_Variant_d25d1de7.png","6","3.11 x 1 x 0.96","원본 머티리얼 7개가 현재 URP 프로젝트에서 미지원입니다. 썸네일은 형태 확인용 중립 재질로 생성했습니다."
"Prefab","Free Sci-Fi Office Pack","가구·보관","비품창고, 통제실, 조종실 보조 소품","Drawer Table Long Dark Oak.prefab","Assets/ScifiOfficeLite/Prefabs/Tables/Dark Oak/Drawer Table Long Dark Oak.prefab","thumbnails/objects/0010_prefab_Drawer_Table_Long_Dark_Oak_2fb93fbe.png","6","3.11 x 1 x 0.96","원본 머티리얼 7개가 현재 URP 프로젝트에서 미지원입니다. 썸네일은 형태 확인용 중립 재질로 생성했습니다."
"Prefab","Free Sci-Fi Office Pack","가구·보관","비품창고, 통제실, 조종실 보조 소품","Table Dark Oak.prefab","Assets/ScifiOfficeLite/Prefabs/Tables/Dark Oak/Table Dark Oak.prefab","thumbnails/objects/0011_prefab_Table_Dark_Oak_69885e17.png","1","2 x 0.99 x 1","원본 머티리얼 1개가 현재 URP 프로젝트에서 미지원입니다. 썸네일은 형태 확인용 중립 재질로 생성했습니다."
"Prefab","Free Sci-Fi Office Pack","가구·보관","비품창고, 통제실, 조종실 보조 소품","Drawer Table Long Grey Wood Variant.prefab","Assets/ScifiOfficeLite/Prefabs/Tables/Grey Wood/Drawer Table Long Grey Wood Variant.prefab","thumbnails/objects/0012_prefab_Drawer_Table_Long_Grey_Wood_Variant_19e37f13.png","6","3.11 x 1 x 0.96","원본 머티리얼 7개가 현재 URP 프로젝트에서 미지원입니다. 썸네일은 형태 확인용 중립 재질로 생성했습니다."
"Prefab","Free Sci-Fi Office Pack","가구·보관","비품창고, 통제실, 조종실 보조 소품","Table Grey Wood Variant.prefab","Assets/ScifiOfficeLite/Prefabs/Tables/Grey Wood/Table Grey Wood Variant.prefab","thumbnails/objects/0013_prefab_Table_Grey_Wood_Variant_9fd14274.png","1","2 x 0.99 x 1","원본 머티리얼 1개가 현재 URP 프로젝트에서 미지원입니다. 썸네일은 형태 확인용 중립 재질로 생성했습니다."
"Prefab","Free Sci-Fi Office Pack","가구·보관","비품창고, 통제실, 조종실 보조 소품","Table Metal Variant.prefab","Assets/ScifiOfficeLite/Prefabs/Tables/Metal/Table Metal Variant.prefab","thumbnails/objects/0014_prefab_Table_Metal_Variant_0727bab0.png","1","2 x 0.99 x 1","원본 머티리얼 1개가 현재 URP 프로젝트에서 미지원입니다. 썸네일은 형태 확인용 중립 재질로 생성했습니다."
"Prefab","Free Sci-Fi Office Pack","가구·보관","비품창고, 통제실, 조종실 보조 소품","Table Set 1 Dark Oak.prefab","Assets/ScifiOfficeLite/Prefabs/Tables/Table Set 1 Dark Oak.prefab","thumbnails/objects/0015_prefab_Table_Set_1_Dark_Oak_69c70faa.png","10","3.11 x 1.83 x 0.96","원본 머티리얼 9개가 현재 URP 프로젝트에서 미지원입니다. 썸네일은 형태 확인용 중립 재질로 생성했습니다."
"Prefab","Free Sci-Fi Office Pack","가구·보관","비품창고, 통제실, 조종실 보조 소품","Table Set 1 Grey Wood Variant.prefab","Assets/ScifiOfficeLite/Prefabs/Tables/Table Set 1 Grey Wood Variant.prefab","thumbnails/objects/0016_prefab_Table_Set_1_Grey_Wood_Variant_18129444.png","10","3.11 x 1.83 x 0.96","원본 머티리얼 9개가 현재 URP 프로젝트에서 미지원입니다. 썸네일은 형태 확인용 중립 재질로 생성했습니다."
"Prefab","Free Sci-Fi Office Pack","가구·보관","비품창고, 통제실, 조종실 보조 소품","Drawer Table Long White Wood Variant.prefab","Assets/ScifiOfficeLite/Prefabs/Tables/White Wood/Drawer Table Long White Wood Variant.prefab","thumbnails/objects/0017_prefab_Drawer_Table_Long_White_Wood_Variant_dd452523.png","6","3.11 x 1 x 0.96","원본 머티리얼 7개가 현재 URP 프로젝트에서 미지원입니다. 썸네일은 형태 확인용 중립 재질로 생성했습니다."
"Prefab","Free Sci-Fi Office Pack","가구·보관","비품창고, 통제실, 조종실 보조 소품","Table White Wood Variant.prefab","Assets/ScifiOfficeLite/Prefabs/Tables/White Wood/Table White Wood Variant.prefab","thumbnails/objects/0018_prefab_Table_White_Wood_Variant_eb4dee32.png","1","2 x 0.99 x 1","원본 머티리얼 1개가 현재 URP 프로젝트에서 미지원입니다. 썸네일은 형태 확인용 중립 재질로 생성했습니다."
"Prefab","Free Sci-Fi Office Pack","가구·보관","비품창고, 통제실, 조종실 보조 소품","Server Rack.prefab","Assets/ScifiOfficeLite/Prefabs/Tech Accessories/Server Rack.prefab","thumbnails/objects/0019_prefab_Server_Rack_a9bd9c1d.png","8","0.64 x 2.28 x 0.54","원본 머티리얼 8개가 현재 URP 프로젝트에서 미지원입니다. 썸네일은 형태 확인용 중립 재질로 생성했습니다."
"Prefab","Free Sci-Fi Office Pack","가구·보관","비품창고, 통제실, 조종실 보조 소품","Tray.prefab","Assets/ScifiOfficeLite/Prefabs/Tray.prefab","thumbnails/objects/0020_prefab_Tray_10a7b5f0.png","1","0.81 x 0.24 x 1.34","원본 머티리얼 1개가 현재 URP 프로젝트에서 미지원입니다. 썸네일은 형태 확인용 중립 재질로 생성했습니다."
"Prefab","Free Sci-Fi Office Pack","가구·보관","비품창고, 통제실, 조종실 보조 소품","Tv 32 Inch.prefab","Assets/ScifiOfficeLite/Prefabs/TVs/Tv 32 Inch.prefab","thumbnails/objects/0021_prefab_Tv_32_Inch_cf477de3.png","2","1.5 x 0.78 x 0.34","원본 머티리얼 2개가 현재 URP 프로젝트에서 미지원입니다. 썸네일은 형태 확인용 중립 재질로 생성했습니다."
"Prefab","Free Sci-Fi Office Pack","기계·구조물","동력실, 무기실, 화물칸 외곽, 복도 보강재","Mechanical arm 1 Variant.prefab","Assets/ScifiOfficeLite/Prefabs/Tech Accessories/Mechanical arm 1 Variant.prefab","thumbnails/objects/0022_prefab_Mechanical_arm_1_Variant_f839b688.png","24","2.76 x 2.03 x 2.65","원본 머티리얼 24개가 현재 URP 프로젝트에서 미지원입니다. 썸네일은 형태 확인용 중립 재질로 생성했습니다."
"Prefab","Free Sci-Fi Office Pack","기계·구조물","동력실, 무기실, 화물칸 외곽, 복도 보강재","Mechanical arm 1.prefab","Assets/ScifiOfficeLite/Prefabs/Tech Accessories/Mechanical arm 1.prefab","thumbnails/objects/0023_prefab_Mechanical_arm_1_1bb93d7f.png","19","2.76 x 2.03 x 2.3","원본 머티리얼 19개가 현재 URP 프로젝트에서 미지원입니다. 썸네일은 형태 확인용 중립 재질로 생성했습니다."
"Prefab","Free Sci-Fi Office Pack","기계·구조물","동력실, 무기실, 화물칸 외곽, 복도 보강재","Mechanical arm 2.prefab","Assets/ScifiOfficeLite/Prefabs/Tech Accessories/Mechanical arm 2.prefab","thumbnails/objects/0024_prefab_Mechanical_arm_2_f6f4bb64.png","21","2.76 x 2.03 x 2.41","원본 머티리얼 21개가 현재 URP 프로젝트에서 미지원입니다. 썸네일은 형태 확인용 중립 재질로 생성했습니다."
"Prefab","Free Sci-Fi Office Pack","문","복도, 화물칸, 방 입구, 공통 선체 마감","Broken Door.prefab","Assets/ScifiOfficeLite/Prefabs/Doors/Broken Door.prefab","thumbnails/objects/0025_prefab_Broken_Door_be11ad0f.png","4","2.51 x 2.7 x 0.57","원본 머티리얼 4개가 현재 URP 프로젝트에서 미지원입니다. 썸네일은 형태 확인용 중립 재질로 생성했습니다."
"Prefab","Free Sci-Fi Office Pack","문","복도, 화물칸, 방 입구, 공통 선체 마감","Door Wall Opaque.prefab","Assets/ScifiOfficeLite/Prefabs/Wall/Door Wall Opaque.prefab","thumbnails/objects/0026_prefab_Door_Wall_Opaque_e8c3c1de.png","3","4 x 4 x 0.55","원본 머티리얼 3개가 현재 URP 프로젝트에서 미지원입니다. 썸네일은 형태 확인용 중립 재질로 생성했습니다."
"Prefab","Free Sci-Fi Office Pack","바닥·계단","복도, 화물칸, 방 입구, 공통 선체 마감","20m Epoxy Ground.prefab","Assets/ScifiOfficeLite/Prefabs/Carpets and Floors/20m Epoxy Ground.prefab","thumbnails/objects/0027_prefab_20m_Epoxy_Ground_3a80122a.png","1","20 x 0 x 20","원본 머티리얼 1개가 현재 URP 프로젝트에서 미지원입니다. 썸네일은 형태 확인용 중립 재질로 생성했습니다."
"Prefab","Free Sci-Fi Office Pack","바닥·계단","복도, 화물칸, 방 입구, 공통 선체 마감","Carpet 10.prefab","Assets/ScifiOfficeLite/Prefabs/Carpets and Floors/Carpet 10.prefab","thumbnails/objects/0028_prefab_Carpet_10_faaffd21.png","1","1.21 x 0.03 x 1.98","원본 머티리얼 1개가 현재 URP 프로젝트에서 미지원입니다. 썸네일은 형태 확인용 중립 재질로 생성했습니다."
"Prefab","Free Sci-Fi Office Pack","바닥·계단","복도, 화물칸, 방 입구, 공통 선체 마감","Carpet 11.prefab","Assets/ScifiOfficeLite/Prefabs/Carpets and Floors/Carpet 11.prefab","thumbnails/objects/0029_prefab_Carpet_11_6a3a5fd8.png","1","1.22 x 0.01 x 2","원본 머티리얼 1개가 현재 URP 프로젝트에서 미지원입니다. 썸네일은 형태 확인용 중립 재질로 생성했습니다."
"Prefab","Free Sci-Fi Office Pack","바닥·계단","복도, 화물칸, 방 입구, 공통 선체 마감","Carpet 12.prefab","Assets/ScifiOfficeLite/Prefabs/Carpets and Floors/Carpet 12.prefab","thumbnails/objects/0030_prefab_Carpet_12_c99a7463.png","1","1.21 x 0.03 x 1.98","원본 머티리얼 1개가 현재 URP 프로젝트에서 미지원입니다. 썸네일은 형태 확인용 중립 재질로 생성했습니다."
"Prefab","Free Sci-Fi Office Pack","바닥·계단","복도, 화물칸, 방 입구, 공통 선체 마감","Carpet 13.prefab","Assets/ScifiOfficeLite/Prefabs/Carpets and Floors/Carpet 13.prefab","thumbnails/objects/0031_prefab_Carpet_13_8b34051a.png","1","1.21 x 0.03 x 1.98","원본 머티리얼 1개가 현재 URP 프로젝트에서 미지원입니다. 썸네일은 형태 확인용 중립 재질로 생성했습니다."
"Prefab","Free Sci-Fi Office Pack","바닥·계단","복도, 화물칸, 방 입구, 공통 선체 마감","Carpet 5.prefab","Assets/ScifiOfficeLite/Prefabs/Carpets and Floors/Carpet 5.prefab","thumbnails/objects/0032_prefab_Carpet_5_0200d677.png","1","0.91 x 0.01 x 1.36","원본 머티리얼 1개가 현재 URP 프로젝트에서 미지원입니다. 썸네일은 형태 확인용 중립 재질로 생성했습니다."
"Prefab","Free Sci-Fi Office Pack","바닥·계단","복도, 화물칸, 방 입구, 공통 선체 마감","Carpet 8.prefab","Assets/ScifiOfficeLite/Prefabs/Carpets and Floors/Carpet 8.prefab","thumbnails/objects/0033_prefab_Carpet_8_51472a3a.png","1","1.21 x 0.03 x 1.98","원본 머티리얼 1개가 현재 URP 프로젝트에서 미지원입니다. 썸네일은 형태 확인용 중립 재질로 생성했습니다."
"Prefab","Free Sci-Fi Office Pack","바닥·계단","복도, 화물칸, 방 입구, 공통 선체 마감","Carpet 9.prefab","Assets/ScifiOfficeLite/Prefabs/Carpets and Floors/Carpet 9.prefab","thumbnails/objects/0034_prefab_Carpet_9_67798503.png","1","1.21 x 0.03 x 1.98","원본 머티리얼 1개가 현재 URP 프로젝트에서 미지원입니다. 썸네일은 형태 확인용 중립 재질로 생성했습니다."
"Prefab","Free Sci-Fi Office Pack","벽·패널","복도, 화물칸, 방 입구, 공통 선체 마감","Wall 2 Half Variant.prefab","Assets/ScifiOfficeLite/Prefabs/Wall/Wall 2 Half Variant.prefab","thumbnails/objects/0035_prefab_Wall_2_Half_Variant_67f260db.png","2","2 x 4 x 0.35","원본 머티리얼 2개가 현재 URP 프로젝트에서 미지원입니다. 썸네일은 형태 확인용 중립 재질로 생성했습니다."
"Prefab","Free Sci-Fi Office Pack","벽·패널","복도, 화물칸, 방 입구, 공통 선체 마감","Wall 2 Half.prefab","Assets/ScifiOfficeLite/Prefabs/Wall/Wall 2 Half.prefab","thumbnails/objects/0036_prefab_Wall_2_Half_3e0993b8.png","1","2 x 4 x 0.15","원본 머티리얼 1개가 현재 URP 프로젝트에서 미지원입니다. 썸네일은 형태 확인용 중립 재질로 생성했습니다."
"Prefab","Free Sci-Fi Office Pack","벽·패널","복도, 화물칸, 방 입구, 공통 선체 마감","Wall 2 Variant.prefab","Assets/ScifiOfficeLite/Prefabs/Wall/Wall 2 Variant.prefab","thumbnails/objects/0037_prefab_Wall_2_Variant_920fa9b6.png","2","4 x 4 x 0.35","원본 머티리얼 2개가 현재 URP 프로젝트에서 미지원입니다. 썸네일은 형태 확인용 중립 재질로 생성했습니다."
"Prefab","Free Sci-Fi Office Pack","벽·패널","복도, 화물칸, 방 입구, 공통 선체 마감","Wall 2.prefab","Assets/ScifiOfficeLite/Prefabs/Wall/Wall 2.prefab","thumbnails/objects/0038_prefab_Wall_2_8db2aaf9.png","1","4 x 4 x 0.15","원본 머티리얼 1개가 현재 URP 프로젝트에서 미지원입니다. 썸네일은 형태 확인용 중립 재질로 생성했습니다."
"Prefab","Free Sci-Fi Office Pack","벽·패널","복도, 화물칸, 방 입구, 공통 선체 마감","Wall Pillar 3.prefab","Assets/ScifiOfficeLite/Prefabs/Wall/Wall Pillar 3.prefab","thumbnails/objects/0039_prefab_Wall_Pillar_3_14a70582.png","1","0.5 x 4 x 0.5","원본 머티리얼 1개가 현재 URP 프로젝트에서 미지원입니다. 썸네일은 형태 확인용 중립 재질로 생성했습니다."
"Prefab","Free Sci-Fi Office Pack","벽·패널","복도, 화물칸, 방 입구, 공통 선체 마감","Wall Pillar.prefab","Assets/ScifiOfficeLite/Prefabs/Wall/Wall Pillar.prefab","thumbnails/objects/0040_prefab_Wall_Pillar_813a6101.png","1","0.3 x 4 x 0.22","원본 머티리얼 1개가 현재 URP 프로젝트에서 미지원입니다. 썸네일은 형태 확인용 중립 재질로 생성했습니다."
"Prefab","Free Sci-Fi Office Pack","벽·패널","복도, 화물칸, 방 입구, 공통 선체 마감","Wall Top Piece Half.prefab","Assets/ScifiOfficeLite/Prefabs/Wall/Wall Top Piece Half.prefab","thumbnails/objects/0041_prefab_Wall_Top_Piece_Half_93f8360b.png","1","2 x 0.31 x 0.2","원본 머티리얼 1개가 현재 URP 프로젝트에서 미지원입니다. 썸네일은 형태 확인용 중립 재질로 생성했습니다."
"Prefab","Free Sci-Fi Office Pack","벽·패널","복도, 화물칸, 방 입구, 공통 선체 마감","Wall Top Piece.prefab","Assets/ScifiOfficeLite/Prefabs/Wall/Wall Top Piece.prefab","thumbnails/objects/0042_prefab_Wall_Top_Piece_44c2a680.png","1","4 x 0.31 x 0.2","원본 머티리얼 1개가 현재 URP 프로젝트에서 미지원입니다. 썸네일은 형태 확인용 중립 재질로 생성했습니다."
"Prefab","Free Sci-Fi Office Pack","벽·패널","복도, 화물칸, 방 입구, 공통 선체 마감","Wall Window Set 10.prefab","Assets/ScifiOfficeLite/Prefabs/Wall/Wall Window Set 10.prefab","thumbnails/objects/0043_prefab_Wall_Window_Set_10_6b295e14.png","4","4 x 2.52 x 0.15","원본 머티리얼 7개가 현재 URP 프로젝트에서 미지원입니다. 썸네일은 형태 확인용 중립 재질로 생성했습니다."
"Prefab","Free Sci-Fi Office Pack","조명","복도, 화물칸, 방 입구, 공통 선체 마감","Ceiling Light Bright.prefab","Assets/ScifiOfficeLite/Prefabs/Lighting/Ceiling Lights/2D/Ceiling Light Bright.prefab","thumbnails/objects/0044_prefab_Ceiling_Light_Bright_cf852e5c.png","1","1.4 x 0.01 x 0.26","원본 머티리얼 1개가 현재 URP 프로젝트에서 미지원입니다. 썸네일은 형태 확인용 중립 재질로 생성했습니다."
"Prefab","Free Sci-Fi Office Pack","조명","복도, 화물칸, 방 입구, 공통 선체 마감","Ceiling Light.prefab","Assets/ScifiOfficeLite/Prefabs/Lighting/Ceiling Lights/2D/Ceiling Light.prefab","thumbnails/objects/0045_prefab_Ceiling_Light_86ec1900.png","1","1.4 x 0.01 x 0.26","원본 머티리얼 1개가 현재 URP 프로젝트에서 미지원입니다. 썸네일은 형태 확인용 중립 재질로 생성했습니다."
"Prefab","Free Sci-Fi Office Pack","터미널·화면","조종실, 통제실, 무기실, 상점/정비 UI 배경 후보","PC 2.prefab","Assets/ScifiOfficeLite/Prefabs/Tech Accessories/PC 2.prefab","thumbnails/objects/0046_prefab_PC_2_8ee313b4.png","1","0.28 x 0.5 x 0.5","원본 머티리얼 1개가 현재 URP 프로젝트에서 미지원입니다. 썸네일은 형태 확인용 중립 재질로 생성했습니다."
"Model","Free Sci-Fi Office Pack","가구·보관","비품창고, 통제실, 조종실 보조 소품","Carpet 10.FBX","Assets/ScifiOfficeLite/Meshes/Office Interior/Carpet/Carpet 10.FBX","thumbnails/objects/0047_model_Carpet_10_8fbefca9.png","1","1.21 x 0.03 x 1.98","FBX 원본 모델입니다. 같은 형태의 프리팹이 있으면 프리팹 우선 검토. 원본 머티리얼 1개가 현재 URP 프로젝트에서 미지원입니다. 썸네일은 형태 확인용 중립 재질로 생성했습니다."
"Model","Free Sci-Fi Office Pack","가구·보관","비품창고, 통제실, 조종실 보조 소품","Carpet 11.FBX","Assets/ScifiOfficeLite/Meshes/Office Interior/Carpet/Carpet 11.FBX","thumbnails/objects/0048_model_Carpet_11_85ae5d46.png","1","1.22 x 0.01 x 2","FBX 원본 모델입니다. 같은 형태의 프리팹이 있으면 프리팹 우선 검토. 원본 머티리얼 1개가 현재 URP 프로젝트에서 미지원입니다. 썸네일은 형태 확인용 중립 재질로 생성했습니다."
"Model","Free Sci-Fi Office Pack","가구·보관","비품창고, 통제실, 조종실 보조 소품","Carpet 12.FBX","Assets/ScifiOfficeLite/Meshes/Office Interior/Carpet/Carpet 12.FBX","thumbnails/objects/0049_model_Carpet_12_e209c373.png","1","1.21 x 0.03 x 1.98","FBX 원본 모델입니다. 같은 형태의 프리팹이 있으면 프리팹 우선 검토. 원본 머티리얼 1개가 현재 URP 프로젝트에서 미지원입니다. 썸네일은 형태 확인용 중립 재질로 생성했습니다."
"Model","Free Sci-Fi Office Pack","가구·보관","비품창고, 통제실, 조종실 보조 소품","Carpet 13.FBX","Assets/ScifiOfficeLite/Meshes/Office Interior/Carpet/Carpet 13.FBX","thumbnails/objects/0050_model_Carpet_13_c420c978.png","1","1.21 x 0.03 x 1.98","FBX 원본 모델입니다. 같은 형태의 프리팹이 있으면 프리팹 우선 검토. 원본 머티리얼 1개가 현재 URP 프로젝트에서 미지원입니다. 썸네일은 형태 확인용 중립 재질로 생성했습니다."
"Model","Free Sci-Fi Office Pack","가구·보관","비품창고, 통제실, 조종실 보조 소품","Carpet 5.FBX","Assets/ScifiOfficeLite/Meshes/Office Interior/Carpet/Carpet 5.FBX","thumbnails/objects/0051_model_Carpet_5_0406efc7.png","1","0.91 x 0.01 x 1.36","FBX 원본 모델입니다. 같은 형태의 프리팹이 있으면 프리팹 우선 검토. 원본 머티리얼 1개가 현재 URP 프로젝트에서 미지원입니다. 썸네일은 형태 확인용 중립 재질로 생성했습니다."
"Model","Free Sci-Fi Office Pack","가구·보관","비품창고, 통제실, 조종실 보조 소품","Carpet 8.FBX","Assets/ScifiOfficeLite/Meshes/Office Interior/Carpet/Carpet 8.FBX","thumbnails/objects/0052_model_Carpet_8_67e6e3b8.png","1","1.21 x 0.03 x 1.98","FBX 원본 모델입니다. 같은 형태의 프리팹이 있으면 프리팹 우선 검토. 원본 머티리얼 1개가 현재 URP 프로젝트에서 미지원입니다. 썸네일은 형태 확인용 중립 재질로 생성했습니다."
"Model","Free Sci-Fi Office Pack","가구·보관","비품창고, 통제실, 조종실 보조 소품","Carpet 9.FBX","Assets/ScifiOfficeLite/Meshes/Office Interior/Carpet/Carpet 9.FBX","thumbnails/objects/0053_model_Carpet_9_6c8328b3.png","1","1.21 x 0.03 x 1.98","FBX 원본 모델입니다. 같은 형태의 프리팹이 있으면 프리팹 우선 검토. 원본 머티리얼 1개가 현재 URP 프로젝트에서 미지원입니다. 썸네일은 형태 확인용 중립 재질로 생성했습니다."
"Model","Free Sci-Fi Office Pack","가구·보관","비품창고, 통제실, 조종실 보조 소품","office chair.FBX","Assets/ScifiOfficeLite/Meshes/Office Interior/Chairs/office chair.FBX","thumbnails/objects/0054_model_office_chair_124f24f5.png","1","0.99 x 1.52 x 1","FBX 원본 모델입니다. 같은 형태의 프리팹이 있으면 프리팹 우선 검토."
"Model","Free Sci-Fi Office Pack","가구·보관","비품창고, 통제실, 조종실 보조 소품","Stool.FBX","Assets/ScifiOfficeLite/Meshes/Office Interior/Chairs/Stool.FBX","thumbnails/objects/0055_model_Stool_8546639f.png","1","0.37 x 0.97 x 0.37","FBX 원본 모델입니다. 같은 형태의 프리팹이 있으면 프리팹 우선 검토."
"Model","Free Sci-Fi Office Pack","가구·보관","비품창고, 통제실, 조종실 보조 소품","Drawer 2.FBX","Assets/ScifiOfficeLite/Meshes/Office Interior/Drawer 2.FBX","thumbnails/objects/0056_model_Drawer_2_3374e5d6.png","5","0.7 x 0.95 x 0.9","FBX 원본 모델입니다. 같은 형태의 프리팹이 있으면 프리팹 우선 검토. 원본 머티리얼 6개가 현재 URP 프로젝트에서 미지원입니다. 썸네일은 형태 확인용 중립 재질로 생성했습니다."
"Model","Free Sci-Fi Office Pack","가구·보관","비품창고, 통제실, 조종실 보조 소품","Radio.FBX","Assets/ScifiOfficeLite/Meshes/Office Interior/Radio.FBX","thumbnails/objects/0057_model_Radio_7205a594.png","1","0.43 x 0.29 x 0.17","FBX 원본 모델입니다. 같은 형태의 프리팹이 있으면 프리팹 우선 검토. 원본 머티리얼 1개가 현재 URP 프로젝트에서 미지원입니다. 썸네일은 형태 확인용 중립 재질로 생성했습니다."
"Model","Free Sci-Fi Office Pack","가구·보관","비품창고, 통제실, 조종실 보조 소품","Shelf with Crates.FBX","Assets/ScifiOfficeLite/Meshes/Office Interior/Shelf with Crates.FBX","thumbnails/objects/0058_model_Shelf_with_Crates_51a8d527.png","7","0.97 x 2.29 x 2.78","FBX 원본 모델입니다. 같은 형태의 프리팹이 있으면 프리팹 우선 검토."
"Model","Free Sci-Fi Office Pack","가구·보관","비품창고, 통제실, 조종실 보조 소품","Shelf Without Crates.FBX","Assets/ScifiOfficeLite/Meshes/Office Interior/Shelf Without Crates.FBX","thumbnails/objects/0059_model_Shelf_Without_Crates_7637ad75.png","1","0.97 x 2.29 x 2.78","FBX 원본 모델입니다. 같은 형태의 프리팹이 있으면 프리팹 우선 검토. 원본 머티리얼 1개가 현재 URP 프로젝트에서 미지원입니다. 썸네일은 형태 확인용 중립 재질로 생성했습니다."
"Model","Free Sci-Fi Office Pack","가구·보관","비품창고, 통제실, 조종실 보조 소품","Table 1.FBX","Assets/ScifiOfficeLite/Meshes/Office Interior/Tables/Table 1.FBX","thumbnails/objects/0060_model_Table_1_dcd349bc.png","1","2 x 0.99 x 1","FBX 원본 모델입니다. 같은 형태의 프리팹이 있으면 프리팹 우선 검토. 원본 머티리얼 1개가 현재 URP 프로젝트에서 미지원입니다. 썸네일은 형태 확인용 중립 재질로 생성했습니다."
"Model","Free Sci-Fi Office Pack","가구·보관","비품창고, 통제실, 조종실 보조 소품","Table 6.FBX","Assets/ScifiOfficeLite/Meshes/Office Interior/Tables/Table 6.FBX","thumbnails/objects/0061_model_Table_6_6e5c9cd1.png","6","3.11 x 1 x 0.96","FBX 원본 모델입니다. 같은 형태의 프리팹이 있으면 프리팹 우선 검토. 원본 머티리얼 7개가 현재 URP 프로젝트에서 미지원입니다. 썸네일은 형태 확인용 중립 재질로 생성했습니다."
"Model","Free Sci-Fi Office Pack","가구·보관","비품창고, 통제실, 조종실 보조 소품","Table Set 1.FBX","Assets/ScifiOfficeLite/Meshes/Office Interior/Tables/Table Set 1.FBX","thumbnails/objects/0062_model_Table_Set_1_1ee8d8dc.png","15","3.11 x 1.83 x 0.96","FBX 원본 모델입니다. 같은 형태의 프리팹이 있으면 프리팹 우선 검토. 원본 머티리얼 5개가 현재 URP 프로젝트에서 미지원입니다. 썸네일은 형태 확인용 중립 재질로 생성했습니다."
